person,0.9967742562294006
chair,0.9690108895301819
person,0.9965924620628357
chair,0.9708430767059326
person,0.997576892375946
chair,0.9712684154510498
person,0.9985941648483276
chair,0.9730756878852844
person,0.996965229511261
chair,0.9758428931236267
person,0.9983704686164856
chair,0.9752905368804932
person,0.9987075924873352
chair,0.978041410446167
person,0.9980113506317139
chair,0.9833106398582458
person,0.9983285069465637
chair,0.9750158190727234
person,0.9982911944389343
chair,0.9748762845993042
person,0.9963635802268982
chair,0.9792612791061401
person,0.9981958866119385
chair,0.9785933494567871
person,0.998542845249176
chair,0.978746235370636
person,0.9973965883255005
chair,0.981971263885498
person,0.9985212087631226
chair,0.9856128096580505
